idxE,idxQ,img_pathE,img_pathQ,predEQ,label,embedE,embedQ
0_396_E_,0_396_Q_,../new_data/cut_style:america/0_396_E_.jpg,../new_data/cut_style:america/0_396_Q_.jpg,[0.         0.01363398 0.00344968 ... 0.01644577 0.12418834 0.04057143],1,[0.         0.01363398 0.00344968 ... 0.21402824 0.0663256  0.18693523],[0.07791011 0.         0.00463826 ... 0.01644577 0.12418834 0.04057143]
13_1205_E_,13_1205_Q_,../new_data/cut_ugly_clothes_pair/13_1205_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1205_Q_.jpg,[0.         0.         0.15372305 ... 0.0528684  0.05729944 0.07443467],0,[0.         0.         0.15372305 ... 0.00141141 0.10981939 0.5554036 ],[0.01531992 0.00989075 0.00997912 ... 0.0528684  0.05729944 0.07443467]
2_883_E_,2_883_Q_,../new_data/cut_style:korea/2_883_E_.jpg,../new_data/cut_style:korea/2_883_Q_.jpg,[0.11403222 0.         0.13134499 ... 0.07779328 0.06340936 0.00423275],1,[0.11403222 0.         0.13134499 ... 0.         0.         0.00565047],[0.5765957  0.         0.57382584 ... 0.07779328 0.06340936 0.00423275]
0_1045_E_,0_1045_Q_,../new_data/cut_style:america/0_1045_E_.jpg,../new_data/cut_style:america/0_1045_Q_.jpg,[0.         0.00392758 0.18791136 ... 0.00491451 0.01390646 0.00557589],1,[0.         0.00392758 0.18791136 ... 0.         0.26585332 0.1719781 ],[0.02048104 0.         0.01477243 ... 0.00491451 0.01390646 0.00557589]
1_275_E_,1_275_Q_,../new_data/cut_style:japan/1_275_E_.jpg,../new_data/cut_style:japan/1_275_Q_.jpg,[0.00426913 0.         0.62942564 ... 0.00254836 0.01939988 0.02110435],1,[0.00426913 0.         0.62942564 ... 0.0199033  0.02094916 0.        ],[0.01552047 0.00157676 0.         ... 0.00254836 0.01939988 0.02110435]
2_866_E_,2_866_Q_,../new_data/cut_style:korea/2_866_E_.jpg,../new_data/cut_style:korea/2_866_Q_.jpg,[0.         0.32994586 0.         ... 0.11080436 0.10470951 0.        ],1,[0.         0.32994586 0.         ... 0.         0.         0.03157405],[0.05839177 0.         0.12881605 ... 0.11080436 0.10470951 0.        ]
0_211_E_,0_211_Q_,../new_data/cut_style:america/0_211_E_.jpg,../new_data/cut_style:america/0_211_Q_.jpg,[0.22686304 0.00495563 0.         ... 0.         0.0104133  0.009211  ],1,[0.22686304 0.00495563 0.         ... 0.         0.01028859 0.08832896],[0.06360129 0.         0.02402391 ... 0.         0.0104133  0.009211  ]
2_719_E_,2_719_Q_,../new_data/cut_style:korea/2_719_E_.jpg,../new_data/cut_style:korea/2_719_Q_.jpg,[0.         0.         0.01331702 ... 0.         0.01447193 0.03071849],1,[0.         0.         0.01331702 ... 0.01947493 0.06215008 0.28412127],[0.         0.         0.008586   ... 0.         0.01447193 0.03071849]
2_607_E_,2_607_Q_,../new_data/cut_style:korea/2_607_E_.jpg,../new_data/cut_style:korea/2_607_Q_.jpg,"[0.0000000e+00 0.0000000e+00 5.8329433e-02 ... 0.0000000e+00 0.0000000e+00
 6.5733708e-05]",1,[0.         0.         0.05832943 ... 0.00993258 0.         0.17124736],"[2.8830145e-03 0.0000000e+00 4.0741853e-02 ... 0.0000000e+00 0.0000000e+00
 6.5733708e-05]"
2_245_E_,2_245_Q_,../new_data/cut_style:korea/2_245_E_.jpg,../new_data/cut_style:korea/2_245_Q_.jpg,[0.         0.00243968 0.         ... 0.         0.         0.        ],1,[0.         0.00243968 0.         ... 0.09079397 0.         0.15650319],[0.3163655  0.         0.01332874 ... 0.         0.         0.        ]
0_485_E_,0_485_Q_,../new_data/cut_style:america/0_485_E_.jpg,../new_data/cut_style:america/0_485_Q_.jpg,[0.         0.00334564 0.         ... 0.00749708 0.69516784 0.05410841],1,[0.         0.00334564 0.         ... 0.00934283 0.         0.18146156],[0.10689463 0.         0.39474887 ... 0.00749708 0.69516784 0.05410841]
0_993_E_,0_993_Q_,../new_data/cut_style:america/0_993_E_.jpg,../new_data/cut_style:america/0_993_Q_.jpg,[0.         0.00433535 0.         ... 0.         0.1513812  0.00555443],1,[0.         0.00433535 0.         ... 0.         0.02881358 0.04875359],[0.0965838  0.         0.2162296  ... 0.         0.1513812  0.00555443]
13_137_E_,13_137_Q_,../new_data/cut_ugly_clothes_pair/13_137_E_.jpg,../new_data/cut_ugly_clothes_pair/13_137_Q_.jpg,[0.         0.00192672 0.00831868 ... 0.         0.27252033 0.45192128],0,[0.         0.00192672 0.00831868 ... 0.01833334 0.35499474 0.21776323],[0.11109149 0.         0.6346478  ... 0.         0.27252033 0.45192128]
13_1149_E_,13_1149_Q_,../new_data/cut_ugly_clothes_pair/13_1149_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1149_Q_.jpg,[0.         0.13297477 0.00727435 ... 0.         0.08869146 0.06336893],0,[0.         0.13297477 0.00727435 ... 0.         0.         0.00627595],[0.02409491 0.         0.         ... 0.         0.08869146 0.06336893]
0_846_E_,0_846_Q_,../new_data/cut_style:america/0_846_E_.jpg,../new_data/cut_style:america/0_846_Q_.jpg,[0.         0.         0.         ... 0.         0.24910115 0.01379356],1,[0.         0.         0.         ... 0.         0.02197558 0.493565  ],[0.0101177  0.00332907 0.00981881 ... 0.         0.24910115 0.01379356]
13_356_E_,13_356_Q_,../new_data/cut_ugly_clothes_pair/13_356_E_.jpg,../new_data/cut_ugly_clothes_pair/13_356_Q_.jpg,[0.         0.15911578 0.07258397 ... 0.         0.         0.00075875],0,[0.         0.15911578 0.07258397 ... 0.         0.         0.11053729],[0.40910318 0.         0.00348452 ... 0.         0.         0.00075875]
0_168_E_,0_168_Q_,../new_data/cut_style:america/0_168_E_.jpg,../new_data/cut_style:america/0_168_Q_.jpg,[0.         0.         0.01955675 ... 0.         0.         0.04188812],1,[0.         0.         0.01955675 ... 0.         0.02168128 0.07990374],[0.15173258 0.         0.38253185 ... 0.         0.         0.04188812]
0_807_E_,0_807_Q_,../new_data/cut_style:america/0_807_E_.jpg,../new_data/cut_style:america/0_807_Q_.jpg,[0.         0.         0.         ... 0.         0.         0.01188975],1,[0.         0.         0.         ... 0.02002846 0.         0.        ],[0.40657893 0.         0.03362451 ... 0.         0.         0.01188975]
0_338_E_,0_338_Q_,../new_data/cut_style:america/0_338_E_.jpg,../new_data/cut_style:america/0_338_Q_.jpg,[0.         0.         0.07826139 ... 0.         0.         0.07402778],1,[0.         0.         0.07826139 ... 0.005671   0.         0.0156469 ],[0.3402006  0.         0.14556594 ... 0.         0.         0.07402778]
1_31_E_,1_31_Q_,../new_data/cut_style:japan/1_31_E_.jpg,../new_data/cut_style:japan/1_31_Q_.jpg,[0.         0.05782896 0.11061319 ... 0.         0.00621992 0.01799215],1,[0.         0.05782896 0.11061319 ... 0.         0.02009411 0.7985663 ],[0.07435067 0.         0.00471377 ... 0.         0.00621992 0.01799215]
13_1353_E_,13_1353_Q_,../new_data/cut_ugly_clothes_pair/13_1353_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1353_Q_.jpg,[0.00208273 0.         0.028755   ... 0.00997062 0.05639117 0.05557877],0,[0.00208273 0.         0.028755   ... 0.         0.         0.14736478],[0.03985239 0.00431755 0.12307326 ... 0.00997062 0.05639117 0.05557877]
13_1654_E_,13_1654_Q_,../new_data/cut_ugly_clothes_pair/13_1654_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1654_Q_.jpg,[0.17751373 0.         0.10027404 ... 0.         0.02732887 0.06390756],0,[0.17751373 0.         0.10027404 ... 0.         0.         0.02063673],[0.41146734 0.         0.         ... 0.         0.02732887 0.06390756]
2_49_E_,2_49_Q_,../new_data/cut_style:korea/2_49_E_.jpg,../new_data/cut_style:korea/2_49_Q_.jpg,[0.         0.         0.04456686 ... 0.         0.         0.02908659],1,[0.         0.         0.04456686 ... 0.         0.         0.15115754],[0.         0.02045682 0.20483756 ... 0.         0.         0.02908659]
13_1161_E_,13_1161_Q_,../new_data/cut_ugly_clothes_pair/13_1161_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1161_Q_.jpg,[0.         0.         0.01426809 ... 0.         0.10571547 0.        ],0,[0.         0.         0.01426809 ... 0.         0.00509479 0.44622782],[0.         0.         0.15414256 ... 0.         0.10571547 0.        ]
13_1968_E_,13_1968_Q_,../new_data/cut_ugly_clothes_pair/13_1968_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1968_Q_.jpg,[0.01323437 0.         0.04578896 ... 0.         0.         0.        ],0,[0.01323437 0.         0.04578896 ... 0.0409263  0.10072051 0.1163974 ],[0.25569645 0.00991314 0.05063143 ... 0.         0.         0.        ]
2_82_E_,2_82_Q_,../new_data/cut_style:korea/2_82_E_.jpg,../new_data/cut_style:korea/2_82_Q_.jpg,[0.01086569 0.00490423 0.         ... 0.         0.         0.03105882],1,[0.01086569 0.00490423 0.         ... 0.         0.         0.01405066],[0.14932863 0.         0.23264724 ... 0.         0.         0.03105882]
13_1933_E_,13_1933_Q_,../new_data/cut_ugly_clothes_pair/13_1933_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1933_Q_.jpg,[0.         0.         0.38263085 ... 0.         0.10065722 0.        ],0,[0.         0.         0.38263085 ... 0.00626504 0.         0.36943305],"[2.3759710e-02 8.5576787e-05 2.6401639e-01 ... 0.0000000e+00 1.0065722e-01
 0.0000000e+00]"
1_202_E_,1_202_Q_,../new_data/cut_style:japan/1_202_E_.jpg,../new_data/cut_style:japan/1_202_Q_.jpg,[0.00568327 0.00143774 0.5636038  ... 0.01093601 0.         0.09269361],1,[0.00568327 0.00143774 0.5636038  ... 0.3309814  0.         0.00841323],[0.03806566 0.         0.21891555 ... 0.01093601 0.         0.09269361]
0_293_E_,0_293_Q_,../new_data/cut_style:america/0_293_E_.jpg,../new_data/cut_style:america/0_293_Q_.jpg,[0.01376098 0.         0.11079264 ... 0.01175619 0.07819039 0.00478974],1,[0.01376098 0.         0.11079264 ... 0.05082876 0.08998318 0.00875038],[0.24850401 0.         0.06875433 ... 0.01175619 0.07819039 0.00478974]
2_91_E_,2_91_Q_,../new_data/cut_style:korea/2_91_E_.jpg,../new_data/cut_style:korea/2_91_Q_.jpg,[0.01573073 0.00099482 0.02551068 ... 0.         0.         0.01551202],1,[0.01573073 0.00099482 0.02551068 ... 0.         0.11389207 0.284512  ],[0.01110001 0.         0.         ... 0.         0.         0.01551202]
1_337_E_,1_337_Q_,../new_data/cut_style:japan/1_337_E_.jpg,../new_data/cut_style:japan/1_337_Q_.jpg,[0.00244551 0.01956847 0.         ... 0.         0.00543935 0.03266876],1,[0.00244551 0.01956847 0.         ... 0.         0.01256305 0.00253685],[0.10334145 0.         0.25065428 ... 0.         0.00543935 0.03266876]
2_861_E_,2_861_Q_,../new_data/cut_style:korea/2_861_E_.jpg,../new_data/cut_style:korea/2_861_Q_.jpg,[0.         0.00129664 0.22027953 ... 0.         0.06475755 0.00836289],1,[0.         0.00129664 0.22027953 ... 0.         0.0781626  0.00214289],[0.71601045 0.02263736 0.00398053 ... 0.         0.06475755 0.00836289]
2_330_E_,2_330_Q_,../new_data/cut_style:korea/2_330_E_.jpg,../new_data/cut_style:korea/2_330_Q_.jpg,[0.01817499 0.04082267 0.26574054 ... 0.08525616 0.0907451  0.03309119],1,[0.01817499 0.04082267 0.26574054 ... 0.04187773 0.18755808 0.48506498],[0.         0.         0.00395746 ... 0.08525616 0.0907451  0.03309119]
0_174_E_,0_174_Q_,../new_data/cut_style:america/0_174_E_.jpg,../new_data/cut_style:america/0_174_Q_.jpg,[0.         0.         0.0279897  ... 0.03146153 0.         0.0169828 ],1,[0.         0.         0.0279897  ... 0.         0.00280002 0.4289313 ],[0.43818256 0.         0.         ... 0.03146153 0.         0.0169828 ]
0_982_E_,0_982_Q_,../new_data/cut_style:america/0_982_E_.jpg,../new_data/cut_style:america/0_982_Q_.jpg,[0.         0.         0.         ... 0.         0.02422209 0.00800208],1,[0.         0.         0.         ... 0.23862958 0.15723999 0.00275967],[0.11432201 0.         0.         ... 0.         0.02422209 0.00800208]
2_665_E_,2_665_Q_,../new_data/cut_style:korea/2_665_E_.jpg,../new_data/cut_style:korea/2_665_Q_.jpg,[0.         0.         0.31894967 ... 0.12261896 0.00643897 0.02349515],1,[0.         0.         0.31894967 ... 0.         0.00754548 0.9708215 ],[0.4097808  0.         0.         ... 0.12261896 0.00643897 0.02349515]
0_7_E_,0_7_Q_,../new_data/cut_style:america/0_7_E_.jpg,../new_data/cut_style:america/0_7_Q_.jpg,[0.         0.00568964 0.         ... 0.         0.         0.06612688],1,[0.         0.00568964 0.         ... 0.         0.         0.        ],[0.01846612 0.         0.82570106 ... 0.         0.         0.06612688]
0_111_E_,0_111_Q_,../new_data/cut_style:america/0_111_E_.jpg,../new_data/cut_style:america/0_111_Q_.jpg,[0.02877985 0.         0.03442439 ... 0.09648576 0.         0.0223478 ],1,[0.02877985 0.         0.03442439 ... 0.0115323  0.         0.39533848],[0.62793857 0.         0.02478516 ... 0.09648576 0.         0.0223478 ]
2_509_E_,2_509_Q_,../new_data/cut_style:korea/2_509_E_.jpg,../new_data/cut_style:korea/2_509_Q_.jpg,[0.         0.         0.00394055 ... 0.05065735 0.         0.10110592],1,[0.         0.         0.00394055 ... 0.         0.         0.32444817],[0.         0.         0.05045123 ... 0.05065735 0.         0.10110592]
0_718_E_,0_718_Q_,../new_data/cut_style:america/0_718_E_.jpg,../new_data/cut_style:america/0_718_Q_.jpg,[0.        0.        0.0049196 ... 0.        0.        0.       ],1,[0.         0.         0.0049196  ... 0.01690693 0.00272014 0.03562142],[0. 0. 0. ... 0. 0. 0.]
0_9_E_,0_9_Q_,../new_data/cut_style:america/0_9_E_.jpg,../new_data/cut_style:america/0_9_Q_.jpg,[0.01547991 0.         0.01600275 ... 0.         0.         0.1895481 ],1,[0.01547991 0.         0.01600275 ... 0.0068685  0.         0.        ],[0.         0.         0.77529657 ... 0.         0.         0.1895481 ]
1_779_E_,1_779_Q_,../new_data/cut_style:japan/1_779_E_.jpg,../new_data/cut_style:japan/1_779_Q_.jpg,[0.         0.         0.01103232 ... 0.01949922 0.10489354 0.20791481],1,[0.         0.         0.01103232 ... 0.00069661 0.03282157 0.03225266],[0.02814437 0.2655579  0.02152451 ... 0.01949922 0.10489354 0.20791481]
1_297_E_,1_297_Q_,../new_data/cut_style:japan/1_297_E_.jpg,../new_data/cut_style:japan/1_297_Q_.jpg,[0.         0.         0.24086802 ... 0.02003679 0.05380071 0.00046811],1,[0.         0.         0.24086802 ... 0.         0.         0.08307549],[0.0575911  0.         0.31765497 ... 0.02003679 0.05380071 0.00046811]
0_343_E_,0_343_Q_,../new_data/cut_style:america/0_343_E_.jpg,../new_data/cut_style:america/0_343_Q_.jpg,[0.         0.03824106 0.         ... 0.         0.00737002 0.00280614],1,[0.         0.03824106 0.         ... 0.         0.0023662  0.02804405],[0.11060566 0.         0.08238588 ... 0.         0.00737002 0.00280614]
1_513_E_,1_513_Q_,../new_data/cut_style:japan/1_513_E_.jpg,../new_data/cut_style:japan/1_513_Q_.jpg,[0.         0.00375201 0.02786124 ... 0.         0.00522022 0.02109869],1,[0.         0.00375201 0.02786124 ... 0.         0.01304105 0.06412809],[0.15275422 0.         0.3903493  ... 0.         0.00522022 0.02109869]
0_365_E_,0_365_Q_,../new_data/cut_style:america/0_365_E_.jpg,../new_data/cut_style:america/0_365_Q_.jpg,[0.         0.00796397 0.23998205 ... 0.         0.10614747 0.01010895],1,[0.         0.00796397 0.23998205 ... 0.         0.03540724 0.6152566 ],[0.0380122  0.         0.0599704  ... 0.         0.10614747 0.01010895]
13_1060_E_,13_1060_Q_,../new_data/cut_ugly_clothes_pair/13_1060_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1060_Q_.jpg,[0.         0.0237125  0.         ... 0.         0.10431676 0.00886765],0,[0.         0.0237125  0.         ... 0.03233843 0.02864401 0.02482669],[0.08033159 0.         0.27849376 ... 0.         0.10431676 0.00886765]
1_639_E_,1_639_Q_,../new_data/cut_style:japan/1_639_E_.jpg,../new_data/cut_style:japan/1_639_Q_.jpg,[0.         0.         0.03077882 ... 0.15957655 0.01281526 0.16122362],1,[0.         0.         0.03077882 ... 0.00095045 0.00433407 0.        ],[0.43592584 0.07474495 0.12883985 ... 0.15957655 0.01281526 0.16122362]
13_1541_E_,13_1541_Q_,../new_data/cut_ugly_clothes_pair/13_1541_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1541_Q_.jpg,[0.05244935 0.         0.12135889 ... 0.         0.04042893 0.322569  ],0,[0.05244935 0.         0.12135889 ... 0.00383431 0.         0.0672376 ],[0.05111122 0.         0.04241339 ... 0.         0.04042893 0.322569  ]
2_182_E_,2_182_Q_,../new_data/cut_style:korea/2_182_E_.jpg,../new_data/cut_style:korea/2_182_Q_.jpg,[0.01176115 0.         0.11216557 ... 0.00395962 0.         0.0042668 ],1,[0.01176115 0.         0.11216557 ... 0.         0.04277385 0.00474706],[0.30130363 0.         0.03299528 ... 0.00395962 0.         0.0042668 ]
2_296_E_,2_296_Q_,../new_data/cut_style:korea/2_296_E_.jpg,../new_data/cut_style:korea/2_296_Q_.jpg,[0.         0.         0.18984559 ... 0.         0.         0.02983905],1,[0.         0.         0.18984559 ... 0.         0.03253156 0.4889483 ],[0.00114743 0.         0.20232889 ... 0.         0.         0.02983905]
13_2091_E_,13_2091_Q_,../new_data/cut_ugly_clothes_pair/13_2091_E_.jpg,../new_data/cut_ugly_clothes_pair/13_2091_Q_.jpg,[0.         0.         0.01601437 ... 0.         0.12494502 0.05935099],0,[0.         0.         0.01601437 ... 0.00107776 0.         0.10059951],[0.         0.00014797 0.06164533 ... 0.         0.12494502 0.05935099]
13_2626_E_,13_2626_Q_,../new_data/cut_ugly_clothes_pair/13_2626_E_.jpg,../new_data/cut_ugly_clothes_pair/13_2626_Q_.jpg,[0.17646347 0.00204602 0.04297636 ... 0.00666665 0.         0.08860607],0,[0.17646347 0.00204602 0.04297636 ... 0.00233662 0.         0.0161554 ],[0.07836302 0.06735904 0.13394032 ... 0.00666665 0.         0.08860607]
13_1900_E_,13_1900_Q_,../new_data/cut_ugly_clothes_pair/13_1900_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1900_Q_.jpg,[0.03289088 0.         0.18393858 ... 0.01265707 0.         0.04204888],0,[0.03289088 0.         0.18393858 ... 0.00643113 0.01888095 0.2541118 ],[0.03393629 0.         0.02448859 ... 0.01265707 0.         0.04204888]
13_1601_E_,13_1601_Q_,../new_data/cut_ugly_clothes_pair/13_1601_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1601_Q_.jpg,[0.07121239 0.01010989 0.16810226 ... 0.         0.04176864 0.02723714],0,[0.07121239 0.01010989 0.16810226 ... 0.00906507 0.00636777 0.05196231],[0.         0.00337654 0.01122393 ... 0.         0.04176864 0.02723714]
2_806_E_,2_806_Q_,../new_data/cut_style:korea/2_806_E_.jpg,../new_data/cut_style:korea/2_806_Q_.jpg,[0.         0.         0.         ... 0.         0.0082649  0.09227733],1,[0.         0.         0.         ... 0.         0.         0.19695377],[0.07987765 0.         0.17770201 ... 0.         0.0082649  0.09227733]
13_1202_E_,13_1202_Q_,../new_data/cut_ugly_clothes_pair/13_1202_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1202_Q_.jpg,[0.         0.00418332 0.34695056 ... 0.         0.         0.00771402],0,[0.         0.00418332 0.34695056 ... 0.         0.         0.40276086],[0.         0.         0.07226031 ... 0.         0.         0.00771402]
2_787_E_,2_787_Q_,../new_data/cut_style:korea/2_787_E_.jpg,../new_data/cut_style:korea/2_787_Q_.jpg,[0.         0.01412059 0.11523209 ... 0.00703936 0.         0.1523064 ],1,[0.         0.01412059 0.11523209 ... 0.00983797 0.         0.1746602 ],[0.37314048 0.         0.4742481  ... 0.00703936 0.         0.1523064 ]
